,uri,first_artist_name,track_name,track_duration_ms,track_popularity,is_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics
New Music Friday_38,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,Bad Habit,232114,84,True,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,4,"TranslationsEspañolPortuguêsBad Habit Lyrics[Intro: Steve Lacy & Fousheé]
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me

[Verse 1: Steve Lacy]
What you, ooh, uh, what you do?
Made a move, could've made a move
If I knew I'd be with you
Is it too late to pursue?

[Chorus: Steve Lacy]
I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

[Post-Chorus: Steve Lacy & Fousheé]
I wish I knew
I wish I knew you wanted me (I wish I knew)
I wish I knew (Oh)
I wish I knew you wanted me
I wish I knew (Yeah)
I wish I knew you wanted me (Oh)
I wish I knew
I wish I knew you wanted me
See Steve Lacy LiveGet tickets as low as $95You might also like[Verse 2: Steve Lacy]
Please say to me (Please, just say to me)
If you still want it
I wish you wouldn't play with me
I wanna know (I wanna know)

[Chorus: Steve Lacy]
Can I bite your tongue like my bad habit?
Would you mind if I tried to make a pass at it?
No, you're not too good for me, my dear
Funny you come back to me, my dear
It's okay, things happen for
Reasons that I can't ignore, yeah

[Post-Chorus: Steve Lacy & Fousheé]
I wish I knew
I wish I knew you wanted me
I wish I knew (Wish I knew)
I wish I knew you wanted me (Oh)

[Bridge: Steve Lacy]
You can't surprise a Gemini (I wish I knew)
I'm everywhere, I'm cross-eyed, and (I wish I knew you wanted me)
Now that you're back, I can't decide (I wish I knew)
If I decide if you're invited (I wish I knew you wanted me)
You always knew the way to wow me
Fuck around, get tongue-tied, and
I turn it on, I make it rowdy
Then carry on, but I'm not hidin'
You grabbin' me hard 'cause you know what you found
It's biscuits, it's gravy, babe
[Instrumental Break]

[Outro: Steve Lacy, Steve Lacy & Fousheé]
You can't surprise a Gemini
But you know it's biscuits, it's gravy, babe
I knew you'd come back around
'Cause you know it's biscuits, it's gravy, babe
Let's fuck in the back of the mall, lose control
Go stupid, go crazy, babe
I know I'll be in your heart 'til the end
You'll miss me, don't beg me, babe21Embed"
New Music Friday_39,spotify:track:1rrqJ9QkOBYJlsZgqqwxgB,Ayra Starr,Rush,185093,79,False,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,4,"Rush Lyrics[Intro]
Vibez
Ta-ta-ri
Ta-ta-ri-pa, ta-ta-ri
Ta-ta-ri-pa, ta-ta-ri, pa

[Verse 1]
Sabi girl no dey too like talk
Animals dey in human form
Padi man, nobody like work
But you must hustle if you wan chop
E no finish, dem wan fight us
If dem dey run, dem no fit catch up
I no dey form say I too righteous
No come dey form say you too like us

[Pre-Chorus]
Me no get the time for the hate and the bad energy
Got my mind on my money
Make you dance like Poco Lee
Steady green like broccoli
Steady on my grind no wan hear what they wan telly me
Kudi na my fantasy
Dem wan dey check if my tap e no rush

[Chorus]
But e dey rush (E dey rush)
E dеy rush well well, e bе much (E be much)
Na God dey make my tap, e dey rush
The kind money we touch, yeah
E dey rush (E dey rush)
E dey rush well well, e be much (E be much)
No be hype, everybody dey crush
There's no dulling with us (There's no dulling with us)
You might also like[Post-Chorus]
Pa-pa-ri
Ta-ta-ri-pa, pa-pa-ri (Yeah)
Ta-ta-ri-pa, pa-pa-ri-pa
Ta-ra-pa-pa-ri-pa

[Verse 2]
Jofunmi Japata, I dey go Ghana (Yeah)
You never touch, you dey form papas (Yeah)
Which kind money we never see before?
Kosi elomi, gat me feeling I'm the one
Aje, aje, aje, can never take my cake away, aje
You can't count my grace
I just dey my lane, my lane

[Pre-Chorus]
Me no get the time for the hate and the bad energy
Got my mind on my money
Make you dance like Poco Lee
Steady green like broccoli
Steady on my grind no wan hear what they wan telly me
Kudi na my fantasy
Dem wan dey check if my tap e no rush

[Chorus]
But e dey rush (E dey rush)
E dey rush well well, e be much (E be much)
Na God dey make my tap, e dey rush
The kind money we touch, yeah
E dey rush (E dey rush)
E dey rush well well, e be much (E be much)
No be hype, everybody dey crush
There's no dulling with us (There's no dulling with us)
[Outro]
'Cause e dey rush
E dey rush well well, e be much
Na God dey make my tap, e dey rush
The kind money we touch
E dey rush
E dey rush well well, e be much
No be hype, everybody dey crush
There's no dulling with us (There's no dulling)
Yeah, yeah
Yeah, yeah
Mmh, ahh2Embed"
New Music Friday_40,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,163648,86,False,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,4,"TranslationsEnglishHrvatskiPortuguêsEnglish한국어Nonsense Lyrics[Intro]
Oh-oh, oh-oh, oh-oh (Oh-oh, la-la)
Da-ah, ah-ah, ah-ah-ah
Uh-huh, uh-huh, uh-huh, uh-huh
Yeah

[Verse 1]
Think I only want one number in my phone
I might change your contact to ""Don't Leave Me Alone""
You said you like my eyes and you like to make 'em roll
Treat me like a queen, now you got me feelin' thrown, oh

[Pre-Chorus]
But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-blee""
I don't want no one else (No, no), baby, I'm in too deep
Here's a lil' song I wrote (A song I wrote), it's about you and me (Me)

[Chorus]
I'll be honest
Lookin' at you got me thinkin' nonsense
Cartwheels in my stomach when you walk in
And when you got your arms around me
Oh, it feels so good
I had to jump the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must've lost it
I don't even know, I'm talkin' nonsense
I'm talkin', I'm talkin' (Ah-ah-ah-ah)
You might also like[Verse 2]
I'm talkin' all around the clock
I'm talkin' hope nobody knocks
I'm talkin' opposite of soft
I'm talkin' wild, wild thoughts
You gotta keep up with me
I got some young energy
I caught the L-O-V-E
How do you do this to me?

[Pre-Chorus]
But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-bleh-blee""
And I don't want no one else (No, no), baby, I'm in too deep (Too deep)
Here's a lil' song I wrote (A song I wrote), it's about you and me

[Chorus]
I'll be honest (Honest)
Lookin' at you got me thinkin' nonsense (Nonsense)
Cartwheels in my stomach when you walk in (When you walk in)
When you got your arms around me
Oh, it feels so good
I had to hit the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must've lost it
I don't even know, I'm talkin' nonsense (Oh-oh)
I'm talkin', I'm talkin', I'm talkin'
[Bridge]
I'm talkin', I'm talkin' (Na-na-na), I'm talkin'
(Blah-blah, blah-blah)
Ah-ah, ah-ah, ah (Ah-ah)
I don't even know anymore
(Oh)

[Outro]
This song catchier than chickenpox is
I bet your house is where my other sock is
Woke up this morning, thought I'd write a pop hit, ha-ha
How quickly can you take your clothes off? Pop quiz
That one's not gonna make it
Most of these aren't gonna make—12Embed"
New Music Friday_41,spotify:track:1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,191822,81,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,4,"TranslationsTürkçeEspañolPortuguêsItalianoCatalàAbout Damn Time Lyrics[Intro]
Anyway

[Verse 1]
It's bad bitch o'clock, yeah, it's thick-thirty
I've been through a lot, but I'm still flirty (Okay)
Is everybody back up in the buildin'?
It's been a minute, tell me how you're healin'
'Cause I'm about to get into my feelings
How you feelin'? How you feel right now?

[Pre-Chorus]
Oh, I been so down and under pressure
I'm way too fine to be this stressed, yeah
Oh, I'm not the girl I was or used to be, uh
Bitch, I might be better

[Chorus]
Turn up the music, turn down the lights
I got a feelin' I'm gon' be alright
Okay (Okay), alright
It's about damn time (Time)
Turn up the music, let's celebrate (Alright)
I got a feelin' I'm gon' be okay
Okay (Okay), alright
It's about damn time
See Lizzo LiveGet tickets as low as $41You might also like[Verse 2]
In a minute, I'ma need a sentimental
Man or woman to pump me up
Feelin' fussy, walkin' in my Balenci-ussies
Tryna bring out the fabulous
'Cause I give a fuck way too much
I'ma need like two shots in my cup
Wanna get up, wanna get down
Mm, that's how I feel right now

[Pre-Chorus]
Oh, I been so down and under pressure
I'm way too fine to be this stressed, yeah
Oh, I'm not the girl I was or used to be, uh
Bitch, I might be better

[Chorus]
Turn up the music, turn down the lights
I got a feelin' I'm gon' be alright
Okay (Okay), alright
It's about damn time (Time)
Turn up the music, let's celebrate (Alright)
I got a feelin' I'm gon' be okay
Okay (Okay), alright
It's about damn time
[Bridge]
Bitch
'Cause, uh, you know what time it is, uh
I'm comin' out tonight, I'm comin' out tonight (Uh-huh)
I'm comin' out tonight, I'm comin' out tonight (Woo)
I'm comin' out tonight, I'm comin' out tonight
Okay (Okay), alright (Alright)
It's about damn time
I'm comin' out tonight (Let's go), I'm comin' out tonight (Comin' out tonight)
I'm comin' out tonight, I'm comin' out tonight (Woo)
I'm comin' out tonight, I'm comin' out tonight (Comin' out tonight)
Okay (Okay), alright
It's about damn time (Oh)

[Outro]
Bitch
Yeah, yeah
It's about damn time12Embed"
New Music Friday_42,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,162637,92,False,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4,"TranslationsEnglishLa Bachata Lyrics[Letra de ""La Bachata""]

[Verso 1]
Te bloqueé de Insta, pero por otra cuenta veo tus historias (Oh-oh-oh)
Tu número lo borré; no sé pa' qué si me lo sé de memoria
Me hiciste daño, y así te extraño
Y aunque sé que un día te voy a olvidar
Aún no lo hago, es complicado
To' lo que hicimo' me gusta recordar

[Coro]
Ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide
Porque ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide, eh

[Verso 2]
Que me cuide de otra que se parezca a ti
No quiero caer como hice por ti
Ojalá te enamore, te haga lo mismo que me hiciste a mí
Tú me enseñaste a no amar a cualquiera
Y también cómo no quiero que me quieran
No-oh-oh, éramos tres en una relación de dos
No te perdono, pídele perdón a Dios
Dije que te olvidé y la verdad e' que yo-oh-oh
Yo-oh-oh
See Manuel Turizo LiveGet tickets as low as $34You might also like[Coro]
Ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide
Porque ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide, eh

[Outro]
Manuel TurizoEmbed"
New Music Friday_43,spotify:track:0HqZX76SFLDz2aW8aiqi7G,Imagine Dragons,Bones,165264,84,False,0.773,0.742,5,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4,"TranslationsEspañolBones Lyrics[Verse 1]
Gimme, gimme, gimme some time to think
I'm in the bathroom, looking at me
Face in the mirror is all I need (Ooh-ooh)
Wait until the reaper takes my life
Never gonna get me out alive
I will live a thousand million lives (Ooh-ooh)

[Pre-Chorus]
My patience is waning, is this entertaining?
Our patience is waning, is this entertaining?

[Chorus]
I-I-I got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones
I-I-I got this feeling in my soul
Go ahead and throw your stones
'Cause there's magic in my bones

[Verse 2]
Playin' with a stick of dynamitе
There was nevеr gray in black and white
There was never wrong 'til there was right (Ooh-ooh)
Feelin' like a boulder hurtlin'
Seein' all the vultures circlin'
Burnin' in the flames, I'm workin' in
Turnin' in a bed, that's darkenin'
See Imagine Dragons LiveGet tickets as low as $38You might also like[Pre-Chorus]
My patience is waning, is this entertaining?
Our patience is waning, is this entertaining?

[Chorus]
I-I-I got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones (In my bones)
I-I-I got this feeling in my soul
Go ahead and throw your stones
'Cause there's magic in my bones

[Post-Chorus]
'Cause there's magic in my bones

[Bridge]
Look in the mirror of my mind
Turnin' the pages of my life
Walkin' the path so many paced a million times
Drown out the voices in the air
Leavin' the ones that never cared
Pickin' the pieces up and buildin' to the sky

[Pre-Chorus]
My patience is waning, is this entertaining?
My patience is waning, is this entertaining?
[Chorus]
I-I-I got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones (Magic in my bones)
I-I-I got this feeling in my soul (Soul)
Go ahead and throw your stones
'Cause there's magic in my bones

[Outro]
There goes my mind, (I-I-I) don't mind
There goes my mind (There it goes, there it goes)
There goes my mind, (I-I-I) don't mind
There goes my mind (There it goes)
'Cause there's magic in my bones13Embed"
New Music Friday_44,spotify:track:1N8TTK1Uoy7UvQNUazfUt5,ThxSoMch,SPIT IN MY FACE!,147874,85,True,0.73,0.785,8,-6.512,1,0.0554,0.0464,0.0216,0.111,0.649,94.094,4,"TranslationsРусскийSPIT IN MY FACE! Lyrics[Intro]
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad
[Chorus]
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad

[Verse 1]
This is your fault
And I don't need you anyway
Stumble out the bathroom
Stumble out your arms again
She doing crank in the room with a noose and a Backwood
The bitch still call me crazy, lil' ho, how does that work?
She got the guest house jumpin' up with smoke out the attic
You're right, I know we love to argue, let's get at it
Wasted, sippin' on that liquor, you can taste it
Girl, don't touch that drink, I know you laced it
I don't know what to say except you're
Mine, mine, mine, mine, mine
You might also like[Pre-Chorus]
You crush my heart and say it's nothing
You broke me down, I kept on cutting
I bleed for you and now I'm gushing
I bleed for you, but you never cared

[Chorus]
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad

[Verse 2]
Fo' sho'
Tell me give it up, I'll leave everyone in the cold
All I wanna say, I'll do anything you can do
Show me heroin, I'll shoot it through my motherfuckin' bones
She doing crank in the room with a noose and a Backwood
The bitch still call me crazy, lil' ho, how does that work?
She got the guest house jumpin' up with smoke out the attic
You're right, I know we love to argue, let's get at it
[Pre-Chorus]
You crush my heart and say it's nothing
You broke me down, I kept on cutting
I bleed for you and now I'm gushing
I bleed for you, but you never cared
[Chorus]
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad
Spit in my face, my love, it won't phase me
Spit in my face, my love, it won't change me
Spit in my face, my love, I've gone crazy
Spit in my face, my love, I've gone mad6Embed"
New Music Friday_45,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,243716,88,False,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,"TranslationsEnglishDeutschItalianoTití Me Preguntó Lyrics[Letra de ""Tití Me Preguntó""]

[Intro: Bad Bunny]
Ey

[Coro: Bad Bunny]
Tití me preguntó si tengo mucha' novia', mucha' novia'
Hoy tengo a una, mañana otra, ey, pero no hay boda
Tití me preguntó si tengo mucha' novia', je, mucha' novia'
Hoy tengo a una, mañana otra

[Refrán: Bad Bunny]
Me la' vo'a llevar a to'a pa' un VIP, un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese"", ey
Que sonrían las que ya les metí
En un VIP,  un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese""
Que sonrían las que ya se olvidaron de mí

[Verso 1: Bad Bunny]
Me gustan mucho las Gabriela
Las Patricia, las Nicole, las Sofía
Mi primera novia en kinder, María
Y mi primer amor se llamaba Thalía
Tengo una colombiana que mе escribe to' los día'
Y una mexicana quе ni yo sabía
Otra en San Antonio que me quiere todavía
Y las de PR que todita' son mía'
Una dominicana que es uva bombón
Uva, uva bombón
La de Barcelona que vino en avión
Y dice que mi bicho está cabrón
Yo dejo que jueguen con mi corazón
Quisiera mudarme con toda' pa' una mansión
El día que me case te envío la invitación
Muchacho, deja eso, ey
See Bad Bunny LiveGet tickets as low as $500You might also like[Coro: Bad Bunny]
Tití me preguntó si tengo mucha' novia', mucha' novia'
Hoy tengo una, mañana otra, ey, pero no hay boda
Tití me preguntó si tengo mucha' novia', ey, ey, mucha' novia'
Hoy tengo una, mañana otra (Mañana otra; ¡rra!)

[Post-Coro: Bad Bunny & Kiko El Crazy]
Tití me preguntó-tó-tó-tó-tó-tó-tó-tó
Tití me preguntó-tó-tó-tó-tó-tó-tó-tó (Qué pámpara)
Tití me preguntó-tó-tó-tó-tó-tó-tó-tó
Tití me preguntó-tó-tó-tó-tó (Pero ven acá, muchacho, ¿y para qué tú quiere' tanta' novia'?)

[Refrán: Bad Bunny]
Me la' vo'a llevar a to'a pa' un VIP, un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese"", ey
Que sonrían las que ya les metí
En un VIP,  un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese""
Que sonrían las que ya se olvidaron de mí

[Interludio]
Oye, muchacho 'el diablo azaroso
Suelta ese mal vivir que tú tiene' en la calle
Búscate una mujer seria pa' ti
Chacho 'el diablo, coño
[Puente: Bad Bunny]
Yo quisiera enamorarme
Pero no puedo, pero no puedo, eh, eh
Yo quisiera enamorarme
Pero no puedo, pero no puedo

[Verso 2: Bad Bunny]
Sorry, yo no confío, yo no confío
Nah, ni en mí mismo confío
Si quiere' quedarte hoy que hace frío
Y mañana te va', nah
Muchas quieren mi baby gravy
Quieren tener mi primogénito, ey
Y llevarse el crédito
Ya me aburrí, hoy quiero un totito inédito, je
Uno nuevo, uno nuevo, uno nuevo, uno nuevo (Ey)
Hazle caso a tu amiga, ella tiene razón
Yo vo'a romperte el corazón, vo'a romperte el corazón
Ey, no te enamore' de mí (No, no)
No te enamore' de mí (No, no), ey
Sorry, yo soy así (Así, así), ey
No sé por qué soy así (Ey)
Hazle caso a tu amiga, ella tiene razón
Yo vo'a romperte el corazón, vo'a romperte el corazón (Ey, ey)
No te enamore' de mí (No)
No te enamore' de mí (No), no
Sorry, yo soy así
Ya no quiero ser así, no
[Outro Instrumental]6Embed"
New Music Friday_46,spotify:track:35ovElsgyAtQwYPYnZJECg,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,196519,83,False,0.247,0.299,9,-6.083,1,0.0315,0.899,0,0.131,0.172,177.115,4,Missing Lyrics
New Music Friday_47,spotify:track:0hquQWY3xvYqN4qtiquniF,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),182906,82,True,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,4,"Vegas (From the Original Motion Picture Soundtrack ELVIS) LyricsHey, ahw, get it
Hey, ahw, get it, ye
Hey, ahw, get it
Hey, ahw, get it
Hey, ahw, get it
Hey
You ain't nothing but a-
Dog, player, I get it
Fraud, player, I get it
I understand, I understand
You ain't the man, you ain't a man (you ain't nothing but a-)
Hound dog, hound dog, hound dog
You ain't nothing but a-
Player getting valeted 'round in that whole whip
Two fingers, set one down on my toes ten
Fueled out with my boobs out, put a cork in it
Love it when you be crying out when I'm corseted
I don't think you gon' make it, do not let me start raging
I'm losing my patience, this ain't staying in Vеgas (you ain't nothing but a-)
There's more sidеs to the story, I'ma tell everybody
Had your ass sitting courtside with your arm around me
Had your ass sitting first class with your burnt ass out in Abu Dhabi
Could've been what we should've been, but you lost a bet, now you gotta find me
Find a seat
I ain't playing this hide and seek
High school when you finally peaked
Hound dog, come find a treat
I'm a bad bitch, but (you ain't nothing but a-)
Dog, player, I get it
Fraud, player, I get it
I understand, I understand
You ain't the man, you ain't a man (you ain't nothing but a-)
Hound dog, hound dog, hound dog
Yeah, yeah, said (you ain't nothing but a-)
I get it, I know you got some other- you wanted
I get it, you needed someone that could prove you wrong
So I reckon, you leave all of your problems at the door to my city
You gon' need to tell my brothers where you from
And I admit it, I still got empathy
And you gon' feel it for two weeks
When I release you in them sheets (you ain't nothing but a-)
And keep my meaning discreet
Keep the cleaning my gym
And put that Yeezy in your teeth
Let my demons off their leashes
If you even think to speak
I'ma give a whole new meaning
When you said you living a dream
We can keep that- asleep
And you gon' laugh with all your G's
Count them sheep, sheep, sheep, sheep
Talking 'bout Z-Z-Z-Z-Z-Z-Z, R.I.P. (you ain't nothing but a-)
Dog, player, I get it
Fraud, player, I get it
I understand, I understand
You ain't the man, you ain't a man (you ain't nothing but a-)
Hound dog, hound dog, hound dog
You ain't nothing but a-
Dog, player, I get it
Fraud, player, I get it
I understand, I understand
You ain't the man, you ain't a man (you ain't nothing but a-)
Hound dog, hound dog, hound dog
You ain't nothing but a-
Hey, ahw, get it
Hey, ahw, get it, ye
Hey, ahw, get it
Hey, ahw, get it, ye
Hey, ahw, get it
Hey
You ain't nothing but a-You might also likeEmbed"
New Music Friday_48,spotify:track:2SiAcexM2p1yX6joESbehd,ROSALÍA,LLYLM,174044,84,False,0.555,0.634,6,-5.522,0,0.273,0.129,2.32e-06,0.188,0.555,170.228,4,"TranslationsPortuguêsCatalàEnglishLLYLM Lyrics[Letra de ""LLYLM""]

[Verso 1]
El que quiero, no me quiere
Como quiero que me quiera
Hoy termina la condena
Me divierte', maybe tú eres el que me libera

[Pre-Estribillo]
Y es que hoy es carnaval
Yo soy de aquí y tú eres de allá
Lo diré en inglés y me entenderás, mmh

[Estribillo]
I don’t need honesty
Baby, lie like you love me, lie like you love me
Covеr me in a dream, I'll be yours or fantasy
Who needs thе honesty?
Baby, lie like you love me, lie like you love me
Maybe at the end, it becomes real enough for me

[Post-Estribillo]
Oh, oh, oh, for me

[Verso 2]
Llevo coco con canela
Perfumada, escapemos si es que quieres
Vengo en moto, soy una mami
Y si hay un día, hoy es ese día
See ROSALÍA LiveGet tickets as low as $78You might also like[Pre-Estribillo]
Para ser y cambiar
O no ser y disfrazar
Your angel, you're my vamp tonight

[Estribillo]
I don’t need honesty
Baby, lie like you love me, lie like you love me
Cover me in a dream, I'll be yours or fantasy
Who needs the honesty?
Baby, lie like you love me, lie like you love me
Maybe at the end, it becomes real enough for me

[Puente]
Ay, dame esa, esa pulsera de flores
Me la pondré en la muñeca
Cuando despierte, así yo lo sabré
Así yo lo sabré, yo sabré que fue real
Será mi tótem, lo sabes tú y nadie más
[Estribillo]
I don't need honesty
Baby, lie like you love me, lie like you love me
Cover me in a dream, I'll be yours or fantasy
Who needs the honesty?
Baby, lie like you love me, lie like you love me
Maybe at the end, it becomes real enough for me
I don't need honesty
Baby, lie like you love me, lie like you love me
Cover me in a dream, I'll be yours or fantasy
Who needs the honesty?
Baby, lie like you love me, lie like you love me
Maybe at the end, it becomes real enough for me
[Post-Estribillo]
Oh, oh, oh, for me7Embed"
